Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;Qualification;MaritalStatus;NationalityID;Nationality;Region;Smoke;Type
42;2;0;7;White;Male;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
82;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Widowed;2;English;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;5200 to 10400;A Levels;Married;1;British;Midlands & East Anglia;No;
78;NA;NA;7;White;Female;10400 to 15600;Degree;Married;2;English;Midlands & East Anglia;No;
61;20;20;7;White;Male;20800 to 28600;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
49;15;20;7;White;Female;10400 to 15600;No Qualification;Single;1;British;Midlands & East Anglia;Yes;Packets
51;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Divorced;2;English;Midlands & East Anglia;No;
48;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
37;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
51;5;5;1;Asian;Male;10400 to 15600;GCSE/CSE;Married;1;British;Midlands & East Anglia;Yes;Packets
55;NA;NA;7;White;Male;10400 to 15600;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
48;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
82;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
56;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
71;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Widowed;2;English;Midlands & East Anglia;No;
30;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;2;English;Midlands & East Anglia;No;
73;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
35;8;10;7;White;Female;Under 2600;GCSE/O Level;Married;2;English;Midlands & East Anglia;Yes;Packets
79;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
75;1;2;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;Yes;Packets
49;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Married;2;English;Midlands & East Anglia;No;
74;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
33;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
81;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
63;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
78;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
68;18;18;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;Yes;Packets
73;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Female;15600 to 20800;A Levels;Married;2;English;Midlands & East Anglia;No;
36;15;15;7;White;Female;10400 to 15600;No Qualification;Divorced;2;English;Midlands & East Anglia;Yes;Hand-Rolled
16;NA;NA;7;White;Female;Under 2600;No Qualification;Single;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
66;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
41;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
49;15;20;7;White;Female;10400 to 15600;Other/Sub Degree;Married;2;English;Midlands & East Anglia;Yes;Packets
42;NA;NA;7;White;Male;20800 to 28600;No Qualification;Single;1;British;Midlands & East Anglia;No;
54;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Separated;2;English;Midlands & East Anglia;No;
70;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;No;
29;NA;NA;1;Asian;Female;20800 to 28600;GCSE/CSE;Married;1;British;Midlands & East Anglia;No;
43;10;5;1;Asian;Male;Refused;No Qualification;Married;1;British;Midlands & East Anglia;Yes;Packets
19;NA;NA;3;Chinese;Female;Refused;A Levels;Single;5;Refused;Midlands & East Anglia;No;
44;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
27;10;10;7;White;Male;20800 to 28600;Degree;Single;2;English;Midlands & East Anglia;Yes;Packets
68;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;2;English;Midlands & East Anglia;No;
80;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Widowed;2;English;Midlands & East Anglia;No;
85;NA;NA;7;White;Male;10400 to 15600;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
88;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
76;NA;NA;7;White;Female;Unknown;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
81;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
44;1;1;7;White;Female;5200 to 10400;Degree;Separated;1;British;Midlands & East Anglia;Yes;Packets
34;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
55;NA;NA;7;White;Female;2600 to 5200;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
77;NA;NA;7;White;Male;Refused;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
33;NA;NA;3;Chinese;Female;Refused;Degree;Married;5;Refused;Midlands & East Anglia;No;
82;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;1;British;Midlands & East Anglia;No;
77;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Widowed;2;English;Midlands & East Anglia;No;
19;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
70;NA;NA;7;White;Female;Refused;Other/Sub Degree;Widowed;1;British;Midlands & East Anglia;No;
74;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
57;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;1;British;Midlands & East Anglia;No;
44;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Divorced;2;English;Midlands & East Anglia;No;
38;NA;NA;7;White;Female;Refused;Degree;Single;1;British;Midlands & East Anglia;No;
43;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
57;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;8;Welsh;Midlands & East Anglia;No;
54;20;20;3;Chinese;Female;2600 to 5200;GCSE/O Level;Divorced;7;Unknown;Midlands & East Anglia;Yes;Both/Mainly Packets
17;NA;NA;7;White;Male;2600 to 5200;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
60;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;1;British;Midlands & East Anglia;No;
50;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;Midlands & East Anglia;No;
24;2;8;7;White;Female;10400 to 15600;GCSE/CSE;Single;1;British;Midlands & East Anglia;Yes;Packets
78;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
60;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Single;2;English;Midlands & East Anglia;No;
85;6;6;7;White;Female;5200 to 10400;Other/Sub Degree;Widowed;2;English;Midlands & East Anglia;Yes;Packets
59;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;Midlands & East Anglia;No;
55;NA;NA;7;White;Female;Refused;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
32;NA;NA;7;White;Female;15600 to 20800;ONC/BTEC;Married;1;British;Midlands & East Anglia;No;
41;NA;NA;4;Mixed;Male;Under 2600;Higher/Sub Degree;Single;2;English;Midlands & East Anglia;No;
31;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Single;1;British;Midlands & East Anglia;No;
45;20;20;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
30;NA;NA;7;White;Female;20800 to 28600;Degree;Single;1;British;Midlands & East Anglia;No;
19;NA;NA;7;White;Female;2600 to 5200;A Levels;Single;2;English;Midlands & East Anglia;No;
76;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Widowed;1;British;Midlands & East Anglia;No;
73;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;1;British;Midlands & East Anglia;No;
19;2;5;7;White;Male;Refused;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Packets
34;NA;NA;7;White;Male;28600 to 36400;Degree;Married;2;English;Midlands & East Anglia;No;
59;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;1;British;Midlands & East Anglia;No;
22;10;40;7;White;Female;5200 to 10400;GCSE/CSE;Single;2;English;Midlands & East Anglia;Yes;Packets
27;NA;NA;7;White;Female;10400 to 15600;Degree;Single;1;British;Midlands & East Anglia;No;
45;NA;NA;7;White;Female;15600 to 20800;A Levels;Married;1;British;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Widowed;4;Other;Midlands & East Anglia;No;
76;NA;NA;7;White;Male;Above 36400;Degree;Married;4;Other;Midlands & East Anglia;No;
54;NA;NA;7;White;Female;28600 to 36400;Degree;Married;1;British;Midlands & East Anglia;No;
72;NA;NA;7;White;Male;5200 to 10400;Degree;Married;1;British;Midlands & East Anglia;No;
89;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
78;6;6;5;Refused;Female;Refused;No Qualification;Widowed;5;Refused;Midlands & East Anglia;Yes;Packets
60;NA;NA;7;White;Female;Refused;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;10400 to 15600;A Levels;Married;1;British;Midlands & East Anglia;No;
28;5;5;7;White;Male;5200 to 10400;GCSE/O Level;Single;1;British;Midlands & East Anglia;Yes;Both/Mainly Packets
23;10;30;7;White;Male;Under 2600;GCSE/CSE;Single;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
26;NA;NA;7;White;Male;10400 to 15600;A Levels;Single;1;British;Midlands & East Anglia;No;
52;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
54;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
20;10;10;7;White;Male;10400 to 15600;A Levels;Single;1;British;Midlands & East Anglia;Yes;Packets
59;NA;NA;7;White;Female;Refused;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
30;NA;NA;7;White;Male;15600 to 20800;ONC/BTEC;Married;1;British;Midlands & East Anglia;No;
41;NA;NA;7;White;Male;10400 to 15600;GCSE/O Level;Married;6;Scottish;Midlands & East Anglia;No;
26;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
27;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;8;Welsh;Midlands & East Anglia;No;
49;20;20;5;Refused;Male;Refused;No Qualification;Married;5;Refused;Midlands & East Anglia;Yes;Packets
29;NA;NA;7;White;Male;10400 to 15600;ONC/BTEC;Single;2;English;Midlands & East Anglia;No;
36;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;1;British;Midlands & East Anglia;No;
43;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Divorced;2;English;Midlands & East Anglia;No;
29;NA;NA;7;White;Male;10400 to 15600;ONC/BTEC;Single;2;English;Midlands & East Anglia;No;
34;10;15;7;White;Female;5200 to 10400;GCSE/O Level;Separated;2;English;Midlands & East Anglia;Yes;Packets
81;NA;NA;3;Chinese;Female;Refused;No Qualification;Married;5;Refused;Midlands & East Anglia;No;
30;10;5;7;White;Female;10400 to 15600;GCSE/O Level;Single;1;British;Midlands & East Anglia;Yes;Hand-Rolled
25;20;20;7;White;Male;20800 to 28600;Degree;Single;2;English;Midlands & East Anglia;Yes;Packets
59;35;35;7;White;Male;10400 to 15600;No Qualification;Divorced;2;English;Midlands & East Anglia;Yes;Packets
44;NA;NA;1;Asian;Female;2600 to 5200;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
64;NA;NA;3;Chinese;Male;Refused;GCSE/O Level;Married;5;Refused;Midlands & East Anglia;No;
35;NA;NA;3;Chinese;Female;Refused;A Levels;Married;5;Refused;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
65;NA;NA;2;Black;Female;10400 to 15600;A Levels;Single;4;Other;Midlands & East Anglia;No;
17;NA;NA;1;Asian;Female;Refused;GCSE/O Level;Single;1;British;Midlands & East Anglia;No;
72;NA;NA;2;Black;Male;15600 to 20800;No Qualification;Married;4;Other;Midlands & East Anglia;No;
29;NA;NA;2;Black;Female;Under 2600;Degree;Married;1;British;Midlands & East Anglia;No;
39;NA;NA;1;Asian;Male;28600 to 36400;No Qualification;Married;1;British;Midlands & East Anglia;No;
70;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
73;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
46;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Single;1;British;Midlands & East Anglia;No;
59;NA;NA;7;White;Male;5200 to 10400;ONC/BTEC;Married;2;English;Midlands & East Anglia;No;
77;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
42;20;20;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;Midlands & East Anglia;Yes;Packets
41;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
49;15;20;7;White;Male;15600 to 20800;A Levels;Married;1;British;Midlands & East Anglia;Yes;Packets
67;NA;NA;7;White;Male;10400 to 15600;Degree;Single;2;English;Midlands & East Anglia;No;
65;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;2;English;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;15600 to 20800;No Qualification;Single;2;English;Midlands & East Anglia;No;
49;NA;NA;7;White;Male;28600 to 36400;GCSE/O Level;Separated;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Single;2;English;Midlands & East Anglia;No;
64;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
44;NA;NA;7;White;Female;10400 to 15600;Degree;Widowed;4;Other;Midlands & East Anglia;No;
72;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
32;20;20;7;White;Male;20800 to 28600;A Levels;Married;2;English;Midlands & East Anglia;Yes;Packets
53;NA;NA;7;White;Female;Refused;No Qualification;Married;1;British;Midlands & East Anglia;No;
50;NA;NA;7;White;Female;15600 to 20800;A Levels;Married;1;British;Midlands & East Anglia;No;
63;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Female;5200 to 10400;Degree;Married;2;English;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;Refused;Degree;Married;2;English;Midlands & East Anglia;No;
88;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Divorced;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
54;NA;NA;7;White;Female;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
58;NA;NA;7;White;Female;20800 to 28600;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
77;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Divorced;1;British;Midlands & East Anglia;No;
45;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Divorced;4;Other;Midlands & East Anglia;No;
31;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Single;1;British;Midlands & East Anglia;No;
31;NA;NA;7;White;Male;20800 to 28600;ONC/BTEC;Married;2;English;Midlands & East Anglia;No;
80;NA;NA;7;White;Male;28600 to 36400;Degree;Widowed;1;British;Midlands & East Anglia;No;
67;30;30;7;White;Male;20800 to 28600;Degree;Widowed;2;English;Midlands & East Anglia;Yes;Packets
40;10;20;7;White;Male;Refused;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Packets
70;NA;NA;7;White;Female;Refused;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
28;10;30;7;White;Female;Under 2600;GCSE/CSE;Single;2;English;Midlands & East Anglia;Yes;Packets
30;NA;NA;7;White;Male;Above 36400;GCSE/CSE;Married;4;Other;Midlands & East Anglia;No;
70;NA;NA;7;White;Female;Refused;Other/Sub Degree;Divorced;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
76;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Widowed;2;English;Midlands & East Anglia;No;
89;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
81;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;1;British;Midlands & East Anglia;No;
30;NA;NA;7;White;Female;15600 to 20800;ONC/BTEC;Single;1;British;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Single;1;British;Midlands & East Anglia;No;
73;15;15;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
39;NA;NA;7;White;Female;Refused;A Levels;Married;4;Other;Midlands & East Anglia;No;
76;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
62;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;2;English;Midlands & East Anglia;No;
66;NA;NA;7;White;Female;2600 to 5200;A Levels;Married;2;English;Midlands & East Anglia;No;
53;NA;NA;7;White;Female;28600 to 36400;Degree;Separated;1;British;Midlands & East Anglia;No;
60;NA;NA;7;White;Male;10400 to 15600;Degree;Married;1;British;Midlands & East Anglia;No;
36;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
40;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Single;1;British;Midlands & East Anglia;No;
57;15;15;7;White;Female;28600 to 36400;No Qualification;Separated;2;English;Midlands & East Anglia;Yes;Packets
16;20;25;7;White;Male;Under 2600;No Qualification;Single;2;English;Midlands & East Anglia;Yes;Hand-Rolled
25;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;15600 to 20800;No Qualification;Single;2;English;Midlands & East Anglia;No;
49;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;Midlands & East Anglia;No;
48;NA;NA;7;White;Female;15600 to 20800;Degree;Single;2;English;Midlands & East Anglia;No;
76;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
88;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
35;NA;NA;3;Chinese;Male;10400 to 15600;A Levels;Married;1;British;Midlands & East Anglia;No;
43;NA;NA;2;Black;Male;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
64;20;20;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;Yes;Packets
40;20;20;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;Yes;Packets
78;NA;NA;7;White;Male;Refused;Degree;Married;1;British;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
34;0;3;7;White;Female;Under 2600;Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
46;NA;NA;4;Mixed;Female;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;No;
65;NA;NA;7;White;Female;20800 to 28600;No Qualification;Married;2;English;Midlands & East Anglia;No;
34;10;20;7;White;Female;10400 to 15600;GCSE/O Level;Single;1;British;Midlands & East Anglia;Yes;Both/Mainly Packets
40;NA;NA;1;Asian;Female;5200 to 10400;GCSE/CSE;Separated;1;British;Midlands & East Anglia;No;
79;NA;NA;7;White;Male;Refused;No Qualification;Married;2;English;Midlands & East Anglia;No;
36;NA;NA;1;Asian;Male;10400 to 15600;No Qualification;Married;1;British;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;4;Other;Midlands & East Anglia;No;
24;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Married;2;English;Midlands & East Anglia;No;
28;10;20;7;White;Female;2600 to 5200;Other/Sub Degree;Single;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
26;NA;NA;1;Asian;Female;2600 to 5200;A Levels;Single;2;English;Midlands & East Anglia;No;
45;NA;NA;7;White;Female;Under 2600;GCSE/CSE;Widowed;2;English;Midlands & East Anglia;No;
24;10;18;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Packets
77;NA;NA;7;White;Male;2600 to 5200;No Qualification;Divorced;2;English;Midlands & East Anglia;No;
78;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;8;Welsh;Midlands & East Anglia;No;
25;NA;NA;7;White;Male;Refused;Degree;Single;6;Scottish;Midlands & East Anglia;No;
36;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Married;1;British;Midlands & East Anglia;No;
17;NA;NA;7;White;Male;Refused;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
55;NA;NA;7;White;Male;28600 to 36400;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
70;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
43;8;15;7;White;Female;20800 to 28600;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Hand-Rolled
59;NA;NA;7;White;Female;10400 to 15600;No Qualification;Divorced;1;British;Midlands & East Anglia;No;
32;NA;NA;7;White;Female;Under 2600;Other/Sub Degree;Married;1;British;Midlands & East Anglia;No;
34;NA;NA;7;White;Female;Under 2600;Degree;Married;1;British;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;28600 to 36400;Degree;Single;1;British;Midlands & East Anglia;No;
44;NA;NA;7;White;Male;Above 36400;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
64;0;0;7;White;Male;Refused;No Qualification;Married;1;British;Midlands & East Anglia;Yes;Packets
34;NA;NA;7;White;Female;5200 to 10400;GCSE/CSE;Married;2;English;Midlands & East Anglia;No;
32;NA;NA;7;White;Male;Refused;GCSE/CSE;Single;2;English;Midlands & East Anglia;No;
38;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
28;NA;NA;7;White;Male;28600 to 36400;GCSE/CSE;Single;1;British;Midlands & East Anglia;No;
42;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Female;20800 to 28600;Degree;Single;4;Other;Midlands & East Anglia;No;
23;5;15;7;White;Male;5200 to 10400;ONC/BTEC;Single;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
55;NA;NA;7;White;Male;15600 to 20800;Degree;Separated;1;British;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
62;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
66;NA;NA;7;White;Female;15600 to 20800;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
73;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Male;20800 to 28600;Other/Sub Degree;Single;2;English;Midlands & East Anglia;No;
33;NA;NA;7;White;Female;2600 to 5200;Degree;Married;2;English;Midlands & East Anglia;No;
76;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
55;0;1;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
39;NA;NA;7;White;Female;Under 2600;Degree;Married;2;English;Midlands & East Anglia;No;
26;NA;NA;1;Asian;Female;15600 to 20800;Degree;Single;1;British;Midlands & East Anglia;No;
61;25;25;7;White;Male;15600 to 20800;GCSE/O Level;Married;2;English;Midlands & East Anglia;Yes;Packets
78;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
42;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
62;30;30;7;White;Male;20800 to 28600;No Qualification;Widowed;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
46;20;20;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;Midlands & East Anglia;Yes;Packets
24;NA;NA;7;White;Male;15600 to 20800;A Levels;Single;1;British;Midlands & East Anglia;No;
27;4;6;2;Black;Male;10400 to 15600;Degree;Single;1;British;Midlands & East Anglia;Yes;Both/Mainly Packets
64;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
86;NA;NA;7;White;Male;28600 to 36400;Degree;Married;2;English;Midlands & East Anglia;No;
46;NA;NA;7;White;Female;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;No;
20;15;20;7;White;Male;10400 to 15600;ONC/BTEC;Single;1;British;Midlands & East Anglia;Yes;Both/Mainly Packets
35;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Divorced;4;Other;Midlands & East Anglia;No;
46;30;30;7;White;Female;28600 to 36400;Higher/Sub Degree;Married;3;Irish;Midlands & East Anglia;Yes;Packets
39;NA;NA;7;White;Female;Under 2600;Higher/Sub Degree;Married;3;Irish;Midlands & East Anglia;No;
28;NA;NA;7;White;Female;Above 36400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
33;NA;NA;5;Refused;Female;Refused;Higher/Sub Degree;Married;5;Refused;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;No;
45;NA;NA;7;White;Male;10400 to 15600;GCSE/CSE;Divorced;1;British;Midlands & East Anglia;No;
37;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Separated;1;British;Midlands & East Anglia;No;
29;5;10;7;White;Male;15600 to 20800;ONC/BTEC;Married;2;English;Midlands & East Anglia;Yes;Packets
76;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
26;NA;NA;7;White;Male;20800 to 28600;Degree;Married;2;English;Midlands & East Anglia;No;
47;10;20;7;White;Female;20800 to 28600;Degree;Divorced;2;English;Midlands & East Anglia;Yes;Packets
72;NA;NA;7;White;Male;10400 to 15600;No Qualification;Divorced;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
